Mar 24, 2015 09:44:50.732543000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.732732000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.732792000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.732815000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.733042000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.733289000 Eastern Summer Time	74.125.226.63	192.168.122.200	1391	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.733384000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.733809000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.744728000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.744968000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.745063000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.745217000 Eastern Summer Time	74.125.226.63	192.168.122.200	1421	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.745308000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.745466000 Eastern Summer Time	74.125.226.63	192.168.122.200	1391	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.745486000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
Mar 24, 2015 09:44:50.745670000 Eastern Summer Time	192.168.122.200	74.125.226.63	60	eth:ethertype:ip:tcp
Mar 24, 2015 09:44:50.745716000 Eastern Summer Time	74.125.226.63	192.168.122.200	1406	eth:ethertype:ip:tcp:tls
